TEAM NAMES,Series Number,Filename,Name,Description,Gender,Attributes,UUID,hash_value
"","162","bola-the-funky","bola the funky","Bola is a funky fellow but she has another personality no one knows.","Female","hair: purple shuku; eyes: none; teeth: none; clothing: adire top; expression: neutral; accessories: eye glasses; strength: caring; weakness: snake","ac721b71-cbc5-425c-851f-ee826973f0b9","a1757de50876f2412f85a24be09a077e55cebb942927f6037c2d53964dcbf69c"
"","163","bimpe-the-runzgirl","bimpe the runzgirl","Be careful with Bimpe because she cac be sensitive.","Female","hair: purple dreadlock; eyes: none; teeth: none; clothing: one arm ankara; expression: mischievious; accessories: eye glasses; strength: humanitarian; weakness: opposite sex","eaa7662f-6926-468a-9add-e791916ae42b","766e7fdbacf953d68fb1d7129ada075ea7ae5453c79f26bbbee8d96ecd1e0ffa"
"","164","sola-the-queen","sola the queen","Sola is a princess as she's got the mind of a queen.","Female","hair: brown long hair; eyes: none; teeth: none; clothing: blouse top; expression: cool; accessories: eye glasses; strength: Strong character; weakness: beauty","d5f23ad3-832a-4d3e-814e-e23f466d18a4","b6e1634be5f6ec35b514811efdf688405eb472bcbd89751ffa19b847bf03c365"
"","165","temi-afro-girl","temi afro girl","Temi is know for her funny haircut and this time afro is up.","Female","hair: orange full hair; eyes: none; teeth: none; clothing: ankara; expression: cool; accessories: eye glasses; strength: loving; weakness: sheepish","4f9d99a4-78a2-4fdd-bc30-b027600fa88e","af5d8e8618cc477b888fcac492151247dce7e5938d84a70839fcc7f32274588e"
"","166","jonny-the-bravo","jonny the bravo","Jonny is friendly to all and everybody sees him as kind agile Jonny.","Male","hair: orange pink; eyes: closed; teeth: candy in mouth; clothing: igbo attire; expression: relaxed; accessories: candy in mouth; strength: helping people; weakness: hastly rash","2b345988-b4b0-453b-ad39-efe1321bc8f1","4eb2265cf6d0e9709b53ae31dedf64018838e4639852128def8b07686a780c36"
"","167","tunde-the-bigman","tunde the bigman","Tunde is the big man on the street and flamboyant life style is his identity.","Male","hair: none; eyes: closed; teeth: white with one tooth missing; clothing: agbada; expression: resting; accessories: head wear; strength: money; weakness: monkey","56db423e-8b09-453e-b5fc-61f4da9d7a6f","88f8ce17743769206f962fbbe4bb2e5200f1724dd5d9d79537b0b7bc3efeae38"
"","168","joe-the-plain","joe the plain","Plain and simple and no one in town is more gentle that broda Joe.","Male","hair: none; eyes: watery blue eye; teeth: tongue out; clothing: agbada; expression: happy; accessories: face cap; strength: handling situation; weakness: overthinking","7a3083bd-5aa2-48b5-a30b-4445cc060f57","8ebee8059918d864a196d6f34b131f2c29daf46f409c778f61b79575411d8632"
"","169","wale-sharp-guy","wale sharp guy","Wale no de carry last because he thinks and act fast.","Male","hair: none; eyes: closed; teeth: white with a tooth missing; clothing: agbada; expression: fearful; accessories: blue head scaf; strength: smart; weakness: too forward","44906ea0-901b-4b3d-802f-f73acc8758f6","c8eb8f6f8872647f99924e3705b16cdefb4daf6ef4f151dfef75654b6435df9e"
"","170","dele-the-snoozer","dele the snoozer","If sleeping were to be a job then Dele will be the world busiest man.","Male","hair: low cut; eyes: closed; teeth: gapped teeth; clothing: agbada; expression: snoozing; accessories: none; strength: loving; weakness: sleep","4f9d99a4-78a2-4fdd-bc30-b027600fa88e","47b705f892173daa58b64df0a58e2a0b727a702dc550a7a005348782a3d29336"
"","171","father -of -tolu","father of tolu","Baba Tolu is a proud father. He will sell his soul just to see Tolu excel in life.","Male","hair: none; eyes: black iris; teeth: long front tooth; clothing: ankara; expression: fearfully; accessories: head cap; strength: fatherly; weakness: women","a2651258-ca3f-4940-b095-3a61ff630263","8f23c5d3ef8ac44e717d01bd7acc89703bcce98a8f60a24df9b7499271e92782"
"","172","emeka-the-chief","emeka the chief","Chief Emeka is the pillar of the community. Just and fair to all. The real mazi.","Male","hair: none; eyes: black iris; teeth: full white teeth; clothing: wrapper wrapped around body; expression: smiling; accessories: head cap; strength: leadership; weakness: anger","de25fd63-dafd-4f77-8072-7ac0ae3a3ab2","4ba24911a3bd10b8160b0c4defdb1cc43822543d0b5a3bd2d635f3b59059d711"
"","173","lawal-the-drooler","lawal the drooler","Lawal has only one business which is just to sleep and sleep. it's only normal for him to drool anytime.","Male","hair: none; eyes: teary grey iris; teeth: gapped teeth; clothing: agbada; expression: sleepy; accessories: head wear; strength: rich; weakness: alcoholism","806b640f-1c8b-4cc0-aa10-45f3ddc00140","e3670081cc0e94aa381d7b8b3b7c4b49c8b7c6911d70b780e083d28e1d8c334f"
"","174","solo-the-messenger","solo the messenger","Solo is a multitasker if you need anything done in your home, Solo is your guy.","Male","hair: none; eyes: black eye; teeth: stained tooth; clothing: simple top; expression: relax; accessories: cap; strength: multitasking; weakness: women","44906ea0-901b-4b3d-802f-f73acc8758f6","258497b48ef7f49f2b2da10587ab7d5570a8dd0ad9cda6a8bb5e9cc799ee711e"
"","175","femi-the-honorable","femi the honorable","Honorable Femi is the modern day politician but everything he does is only to further his political career.","Male","hair: none; eyes: blue iris; skin color: brown; teeth: one missing tooth; clothing: aso oke; expression: happy; accessories: abetiaja cap; strength: public speaking; weakness: money","af53bf52-b517-4347-adc6-07cf30c19025","362ac4b13fbfddb634e06d44dbb7258634ea0064b3931d066abb89f9241838eb"
"","176","friday-the-bigsboy","friday the bigsboy","Friday always live up to his name. Every Friday is for the party.","Male","hair: orange afro; eyes: black iris; skin color: brown; teeth: none; clothing: aso oke; expression: unconcerned; accessories: cigrette in mouth; strength: money in pocket; weakness: sense of responsibility","05ec3aae-7da8-4125-93fb-6fc544e5bc61","938dc6ec746cad6734b4c677fdc0fb8bd0d6f4e5bc641eed4e6cf9f960e95bff"
"","177","kweku-the-planter","kweku the planter","Kweku says he did it but he dey plant until he was bursted.","Male","hair: none; eyes: closed; teeth: none; clothing: aso oke; expression: smiling; accessories: head wear; strength: industrious; weakness: criminally minded","af53bf52-b517-4347-adc6-07cf30c19025","ecccf8a0bf1bc9745f14c9e8123abcbfb504fc2ab9ec4060abe74c054e8b4ae2"
"","178","2pac-the-remix","2pac the remix","2pac is alive in him because his style is exactly the same.","Male","hair: none; eyes: blue iris; teeth: gapped teeth; clothing: Igbo clothing; expression: surprised; accessories: face cap; strength: hardworking; weakness:fear","9993e5ec-2f31-485c-9c6d-f780c078ae56","9f13041c79b7ab7482a61ae4a46672616e2dff7e7e36601a2753eca1c17ef0fd"
"","179","tope-the-influencer","tope the influencer","Tope is a famous influencer and she is loved by his followers which keep growing everyday.","Female","hair: none; eyes: black iris; teeth: none; clothing: agbada; expression: tired; accessories: tied head scaf; strength: Influencing people; weakness: talk too much","3b3e1f66-922b-4f87-8cdb-0d09fc143182","2da1e8afcedd4929c8d65899a7f1b204b44a8019b91828e3b52686df17256b42"
"","180","gabby-the-evangelist","gabby the evangelist","Evangelist Gabby is blending gospel with comedy.","Male","hair: pink hair; eyes: black iris; teeth: none; clothing: agbada; expression: happily surprised; accessories: none; strength: make people happy; weakness:misleading","ac721b71-cbc5-425c-851f-ee826973f0b9","49cd52e4529eb3fd93d9c1b5c6416f0d0d3c29705f7be2337179630d0ba065c9"
"TEAM CRANKSHAFT","181","beauty-of-town","beauty of town","She is the most beautiful in the neighbourhood.","Female","hair: pitch; eyes: blue;  teeth: none;  clothing: top; accessories: bow-tie;  expression: strengths: powerful; weakness: sentimental","2ae282e6-9400-43cb-bbdd-f4e61fec96b3","ea3acb018d27969890db94482816085bcf62340a32833c05fedaa9a10071bf13"
"","182","lola-babe","lola babe","You will always see her in tight fittted dresses; she loves the exquisite life.","Female","hair: brown; eyes: blue; teeth: none; clothing: aso-oke; accessories: none; expression: happy; strengths: calculative; weakness: misleading","7c80747e-9ba7-4fb7-ab69-ff09c7f75d58","29f5076150cc48acf8bb9da24ffadffebc611114c50ce603b0fdb67b8efd90fc"
"","183","cardy_h-sharp-babe","cardy h sharp babe","Cardy is the sharpest amongst her friends.","Female","hair: two brown bun; eyes: blue; teeth: none; clothing: aso-oke; accessories: none; expression: blank; strength: free spirit; weakness: misleading","14792397-de9d-4f18-b46c-f168605d09e8","db2253cdac35d603caf2a10fbc428902467f878e28d4d2513e88bd02b28c8e95"
"","184","bella-the-baller","bella the baller","Bella earns big; she is always out partying and buying bottles.","Female","hair: brown; eyes: blue; teeth: none; clothing: patterned top; accessories: none; expression: determined; strength: adaptation; weakness: fluency","535199d1-0705-4652-8e00-6d33db7aa4a7","39753585ba3d056590b6825bbfb5d715e5dd354ce299656bc4fb092686b7618f"
"","185","milly-of-roses","milly of roses","She is very attractive but doesn't have a social life.","Female","hair: beige; eyes: blue; teeth: none; clothing: black top; accessories: none; expression: happy; strength: cool headed; weakness: pressure","3882bf86-4fe7-4b45-af74-8cd6b2fa3be7","634f79f7a43482a6ea85717dd0f907d7114cc5809dea1a94fed1ead019ae9c46"
"","186","preciousjada-the-viper","preciousjada the viper","Her opinions are great but her words sting like viper.","Female","hair: ginger afro; eyes: blue; teeth: white teeth; clothing: aso-oke; expression: strong-willed; strength: confidence; weakness: endurance","0d736b37-d6c9-492b-92a1-a682da4dd149","c59a7f7d1253729728b1efc940416541ccf54043898dd49a20d7c8f0ed0dfd9d"
"","187","lolly-of-ny","lolly of ny","Most popular visual artist; alway gets praised for her creativity.","Female","hair: purple braids; eyes: black; teeth: none; clothing: black and blue top; accessories: none; expression: calculative; strength: strong willed; weakness: relationship","c41d20a9-19d6-498e-9246-e5bbb299d713","aaf46481c8abbb8583e7ffa2a606e2255a2a244787a75a1c0b3cae28109d0f5a"
"","188","disy-the-dancer","disy the dancer","A dancer that brings the spotlight on her.","Female","hair: black; eyes: black; teeth: none; clothing: one arm top; accessories: scarf; expression: bad girl vibes; strength: cleaniness; weakness: perfectionist","850f407d-d106-4b0e-89cd-e35d9261aedd","409bbf280f57c1b9f3aee7fbf518a54210f26b7bd873c2f15e03eb7e917f63f2"
"","189","jenny-the-great","jenny the great","Loves burna boy; you will always catch him on his tracks.","Female","hair: black; eyes: none; teeth: none; clothing: none; accessories: scalf; expression: none; strength: badass; weakness: cancer","3caaefcd-329e-4e25-af9e-21bb07c52380","69ff43e4a37e67ff6791117dcfca859f32997af04d83cf157df54ddde9f2c4bf"
"","190","lolly-the-pop","lolly the pop","Everywhere she goes she shines like a star.","Female","hair: bald; eyes: none; teeth: none; clothing: none; accessories: none; expression: none; strength: peaceful; weakness: anger","a3c79502-5fbe-45af-a498-4670fdfff629","f390eb2e211daefd23e3addd50361b960ebb8c85171820b864133ed5224a87a5"
"","191","disy-the-queen","disy the queen","An introvert that loves her own space.","Female","hair: one bun dark brown; eyes: none; teeth: none; clothing: none; accessories: none; expression: none; strength: beauty; weakness: lover girl","c2807d94-0192-4dca-be02-1e5ac8a42d74","352c622f6d5d79b0287aba7959c9150b4c1b0b3486d4ccedd69bdfb15ab098ef"
"","192","jennyp-of-lagos","jennyp of lagos","She knows all the celebrities in lagos but she stays lowkey.","Female","hair: bald; eyes: none; teeth: none; clothing: none; accessories: none; expression: none; strength: super powerful; weakness: sleeping","94a06683-6ce5-4c5f-8820-968654168980","a1c504ae570c73faa3a259a56ea373353ec8a0325d2210385c4f6c8a2f0a6204"
"","193","jada-of-life","jada of life","She started a night club in lekki and now she is a millionaire.","Female","hair: male; eyes: none; teeth: none; clothing: none; accessories: none; expression: none; strength: calm; weakness: sun","c92fad1d-521e-44e0-9a56-d07ca5e77fe5","3bad42b06bfe777fa4388fa44b1981d5d2da86bc24ae9db502729446cc418d39"
"","194","sandy-the-rapper","sandy the rapper","She just loves to rap and Quavo is her super star.","Female","hair: bald; eyes: none; teeth: none; clothing: none; accessories: none; expression: none; strength: clean; weakness: foodie","778b0412-b5b9-4b0c-bbcd-5c0fbb360fd7","7e1c62d49592f3937415b8fe35e9727132f68c2805414f5e8aaf32b3deac51b5"
"","195","dahila-the-genius","dahila the genius","The genius in the family; she always wins awards.","Female","hair: bald; eyes: none; teeth: none; clothing: none; accessories: none; expression: none; strength: activist; weakness: irrational","d46f7da0-73e6-4100-b9b2-6c08d5ad561a","818af387e4dc71861d38c9c74483f91525b9b63e594cc3b0244dc6ad03347071"
"","196","rosemary-of-yaba","rosemary of yaba","She is always travellling to cotonou to buy clothes for her store.","Female","hair: bald; eyes: none; teeth: none; clothing: none; accessories: none; expression: none; strength: mind games; weakness: insomia","583fa7c2-583f-4fc6-8176-473e5c2aa92b","a0aed04d8b61fd0fce7903732dcfb290499215b34eec6a368028965788b415a2"
"","197","jennifer-of -island","jennifer of island","She loves travelling; she is in maldives this year.","Female","hair: bald; eyes: none; teeth: none; clothing: none; accessories: none; expression: none; strength: strong; weakness: lateness","37552438-fdda-483a-a1a4-bdfa6ddd3ec2","51564b2f7e29d3d89f92eed1e2a3a02dc782c578297e2d89b572e3bbfbe60199"
"","198","opeyemi-of-lekki","opeyemi of lekki","She is a lekki socialite; braids her hairfor 85k.","Female","hair: bald; eyes: none; teeth: none; clothing: none; accessories: none; expression: none; strength: conversationist; weakness: traditionalist","65cdbeee-071a-4700-bccf-cb437f3d066d","0b9d5801ada74fd1a238a2338c5adf6607892f34fdc1e9feed51fa20fb82be5f"
"","199","vicky-the-artist","vicky the artist","An artist; she brings drawings to life.","Female","hair: bald; eyes: none; teeth: none; clothing: none; accessories: none; expression: none; strength: strong willed; weakness: crying","7247e175-bca1-4cd8-a8bb-b97cad9781a7","4eb82b6c0c345917dd07e0fe7f1743ca799aa85a9285adfc1faf5ffba2155664"
"","200","afrogirl-sailor","afrogirl sailor","She loves water and sails the ocean yearly.","Female","hair: bald; eyes: none; teeth: none; clothing: none; accessories: none; expression: none; strength: height; weakness: pride","3973c584-f922-4b80-abb7-13b66d9518fa","af21589a3a10e4031056fc9c0919e4791af5c594f6eda0ae7b3708b173acd9b5"
"TEAM GEAR","201","ahmed-the-merchant","ahmed the merchant","A rich merchant that sells in babylon.","Male","hair: none; eyes: closed; teeth: none; clothing: one-hand; accessories: none; expression: smiling; strength: business; weakness: alcohol","9996ecb6-4d92-4b51-bc50-d962f68f1ecc","bf4cecbfd09df3e1da8dc2f5122dc2d377dbaf148c58bf59c41570ca804ee5e5"
"","202","blind-tonia","blind tonia","A girl that lost one of her eyes in a street fight.","Female","hair: brown; eyes: one; teeth: none; clothing: blouse; accessories: none; expression: none; strength: smiling; weakness: none","4a5f4c6d-d0dd-4b71-b095-86ef11910962","a20d028a150b39040be898d1c615a929365ac7cb23d6243e3aa2286ec3e2cb04"
"","203","buffy-the-vampire","buffy the vampire","A vampire diary protagonist that got bitten by a vampire in real life.","Female","hair: none; eyes: small; teeth: two; clothing: shirt; accessories: none; expression: none; strength: biting; weakness: none","bd329fd7-dd90-4180-a7a7-03e2d41535cb","d70dd1edf59231e64e06d4324bdfa5ba0084e03ad84a9dc8331ebcc4be3a5ecc"
"","204","caro-lipstick","caro lipstick","A girl that puts on lipstick always, even to bed.","Female","hair: brown; eyes: glasses; teeth: none; clothing: blouse; accessories: none; expression: sazzy; strength: none; weakness: none","a34d7a7b-d8f6-46fb-9abc-6d6d7293fffb","c92552abab4bdb538958350cce94fbcec1799043c8e863a6411269e87d981388"
"","205","charity-the-maid","charity the maid","A maid that works for the fun of it.","Female","hair: none; eyes: small; teeth: two; clothing: shirt; accessories: none; expression: none; strength: biting; weakness: none","22286b60-5f7b-4df3-8cb1-187d02fb83d0","14cb3c30435ec298a3ce834fe02ca8e166c0bb4f6a2b6d3aba3ce53e822d867f"
"","206","charity-with-fakehair","charity with fakehair","A girl with a bald hair but always wears wig to cover her head.","Female","hair: orange; eyes: glasses; teeth: none; clothing: blouse; accessories: normal; expression: none; strength: none; weakness: barbing-saloon","efc0f7f5-d90b-46cc-be0b-6fcaa23a5422","4929f4a129ff008621bc6dd78f754ccd826ef8c06f48285af56b01b84d1d5fb8"
"","207","daniel-the-hustler","daniel the hustler","A boy that lives in the streets of Lagos hustling everyday to make ends meet.","Male","hair: none; eyes: black; teeth: none; clothing: shirt; accessories: gang; expression: smiling; strength: hustling; weakness: alcohol","355be0ea-e500-41e1-add4-ce868759bb72","7b9bfc3df9e39cad2f55a7b4e9bcb5b0edb17476813384f14d4598a88393b466"
"","208","grandma-nanny","grandma nanny","A grandmother that does nothing but sleeps all day.","Female","hair: white; eyes: blue; teeth: none; clothing: blouse; accessories: fashion; expression: smiling; strength: design; weakness: none","ec8fe198-5c45-42a6-a909-4cfbcbbf6519","c9cee6453778845daca4fdbdea891bf104d65fac54ee124e918a6b70abd6a215"
"","209","granpa-willy","granpa willy","A grandfather that drinks beer and reads newspaper all day.","Male","hair: white; eyes: black; teeth: none; clothing: shirt; accessories: fashion; expression: smiling; strength: reading; weakness: drinking","facf7001-d028-4e00-bffc-ed1f7c005ecc","157971381170520902d3fcfe483fa04175e90798127eee2b5117d91356a5f8cf"
"","210","joshua-gang-leader","joshua gang leader","A boy born to ritualist parents and now runs his own gang.","Male","hair: brown; eyes: black; teeth: gold; clothing: shirt; accessories: ponk; expression: suspicion; strength: none; weakness: none","cc3c5c06-df96-4a0d-a09f-3359c21191f6","563ba5f74bb8c4c29a6e65ddc0fcb9014e2dc97e5724e385d5e41a888f17b5e1"
"","211","karashika-queen","karashika queen","A woman of the underworld that influences rich men into giving up their money.","Female","hair: white; eyes: glasses; teeth: none; clothing: blouse; accessories: fashion; expression: none; strength: design; weakness: boys","6e697e86-def8-4fb4-96c9-0f43ab9beea6","87bb2930f2c4700ea844186b1ce5461836ec83ff95f13125b09c4a3e90a0b4b9"
"","212","king-of-baldmen","king of baldmek","A man that was born bald and has never seen a hair on his head.","Male","hair: cap; eyes: black; teeth: none; clothing: shirt; accessories: fashion; expression: smirk; strength: deceit; weakness: none","5142f00b-10b5-47a5-ab8a-8ae71b255b04","436c483bc303d3305318a9a0dcb70a3e81eecc327013165d9a90716f4aa5f80c"
"","213","musa-masked-mouth","musa masked mouth","Musa uses a tape to cover his mouth to prevent him from talking too much.","Male","hair: cap; eyes: closed; teeth: none; clothing: shirt; accessories: fashion; expression: none; strength: dressing; weakness: none","9a5e7e95-6552-4a92-ab18-2154678943c2","99cf821c2394de3af1b17a709a158b186a8c6743f21b2a1744a7c27ff83d2707"
"","214","queen-of-smokers","queen of smokers","A chronic smoker looking for a spouse that will join her to die of smoking.","Female","hair: brown; eyes: glasses; teeth: smoke; clothing: blouse; accessories: none; expression: none; strength: none; weakness: smoking","eb32dfc0-29ee-49db-8833-37a41a6d6d65","6e70ed42718579ed210106d1d741d9b62e776de24675a31af68477f8fd1d3516"
"","215","redlips-man","redlips man","A man that kissed a woman and got his lips burnt.","Male","hair: brown; eyes: blue; teeth: none; clothing: shirt; accessories: none; expression: frown; strength: chewing; weakness: none","4d649c12-05a5-44a4-b4ef-eb285b291aff","98959e967399443e7740fca73eaa9f4435ad732edbe364197603dcb84bab6860"
"","216","sleevless-maid","sleevless maid","A girl that nevers wears long cloths and gets herself thrown out of churches for indecent dressing.","Female","hair: white; eyes: blue; teeth: none; clothing: shirt; accessories: tan; expression: none; strength: seduction; weakness: none","1cec0f65-2ee4-41a9-a30a-1f7aa9ccd112","ce014be886fcef2c3d7ebdf586f6f619bcfcf29a658c53c03f6b8691c3995579"
"","217","stephen-bluecap","stephen bluecap","Stephen always wears blue cap even to the church.","Male","hair: cap; eyes: black; teeth: none; clothing: shirt; accessories: fashion; expression: smile; strength: kindness; weakness: none","9b9de982-0f87-47ee-ae95-0b69b48d0cdf","705f47a657aa1d363d4f6eb20b5431faf5e981b8725d063b8d049e6a52e9ad13"
"","218","tinubu-gateman","tinubu gateman","Tinubu has been a gateman all his life.","Male","hair: cap; eyes: blue; teeth: tongue; clothing: shirt; accessories: fashion; expression: laugh; strength: laughter; weakness: none","c587932b-0b8c-4f70-8465-425a1f53df64","212806cae3beab711ae88161d9f1561e2025dfff3cb0ab351dd1157ed7d78f58"
"","219","vampire-girl","vampire girl","She dresses up as a vampire every haloween.","Female","hair: puff-puff; eyes: blue; teeth: two; clothing: blouse; accessories: none; expression: bite; strength: biting; weakness: none","3bba4477-d84a-440f-af66-12690ea8b2e4","3554059de1de5b5f5f9fba5bf350c4601c518721deadfb968fd470dd780f85f6"
"","220","yusuf-the-smoker","yusuf the smoker","A chronic smoker with damaged lungs.","Male","hair: cap; eyes: dark-brown; teeth: smoke; clothing: shirt; accessories: fashion; expression: smile; strength: dressing; weakness: smoking","2af7b970-e212-4627-b818-13c00c8d3a72","089ff332819209acf70ddc6682414bef46fcbaf90f6d55e746fdbefef575a93b"
"TEAM TAPE","221","lola-hng-newbie","lola hng newbie","A confused hng participant that cannot understand her project.","Female","hair: brown; eyes: white; teeth: white; clothing: ankara; accessories: none; expression: surprised; strength: none; weakness: confused","0ddbd22c-b3bb-4c72-9f51-0361480bbfa7","617976984b1755f1157a9d517ceb74530647dfb7486a988bf217567f62ed6198"
"","222","nene-caroline","nene caroline","A housewife that loves taking care of her family.","Female","hair: brown; eyes: white; teeth: none; clothing:ankara; accessories: none; expression: calm; strength: loving; weakness: novice","4ce5bcf3-d4ed-4277-8187-cb1797c1ac7e","d1c27566fcde3a3dc96fd293d3ccfefa5e883aa9c30e7c2e6019e46414b68332"
"","223","wazo-partystopper","wazo partystopper","A Nigerian aunty that loves to attend owambe parties.","Female","hair: black; eyes: white; teeth: none; clothing: aso oke;  accessories: none; expression: proud; strength: energetic; weakness: none","77237cce-bae0-4d60-adad-27055f0eed39","f2fd9f302b7c951664e8c3b55c116dc63900c4392919dbfae7343850757df894"
"","224","melanin-janet","melanin janet","A young lady with a soft personality.","Female","hair: brownish pink; eyes: white; teeth: none; clothing: english-ankara; accessories: none; expression: none; strength: calm; weakness: none","a5a2854e-a850-4b15-b3c3-176a79b2d34b","8eb33f03df5f5b19c4215e1c5dae5bda93eccdbac9a43e840d7d5f250a314d88"
"","225","leo-sugarmummy","leo sugarmummy","A middle age wild yankee returnee.","Female","hair: pumpkin; eyes: blue; teeth: none; clothing: leopard skin; accessories: none; expression: wild; strength: none; weakness: none","7ec03993-f500-4a41-aa3c-a73df7a0fbed","3d068af3fcdbc24e18618d4e1816601726f98bbaad0720f29ac3945d238e0e2b"
"","226","novice-joane","novice joane","A princess worried about finding true love.","Female","hair: pumpkin; eyes: blue; teeth: none; clothing: kente; accessories: none; expression: worried; strength: diligent; weakness: easily initimidated","a5d49163-41b1-43fe-ad7f-0c78ef530b1a","39ac9c8a085ddd750e2d844d1bfbc00fcd31c4f5d7487e99ad1c0bf9bc504b0e"
"","227","goofy-simbi","goofy simbi","An eccentric teenager that loves music.","Female","hair: pumpkin; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: indifferent; strength: none; weakness: unconventional behaviour","df7dc588-f99c-4592-84f6-08b40047d9d1","833055408d89f652213ce5ff20c197fe1f906422ad0a211eafe2f9117a0ef202"
"","228","akwaaba-ghana","akwaaba ghana","A depressed gothic introvert.","Female","hair: purple; eyes: blue; teeth: none; clothing: kente; accessories: none; expression: depressed; strength: none; weakness: weak","d1e8b38b-994b-487c-890b-9034d3ab7dcb","21312a47aead4ec5cd397129487f8a4033c916fcea1aef5b3f37faa01290f1a4"
"","229","aunty-toyin","aunty toyin","An oversabi family member.","Female","hair: pumpkin; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: carefree; strength: audacious; weakness: none","1326ef4b-224a-497e-9452-e63a4486e387","a3d3a4bf1c64c7645b7aad4b6a386405b8b1877e428329ee25b4bd6891dc2099"
"","230","pretty-hauwa","pretty hauwa","A young bride involved in an early marriage.","Female","hair: dark brown; eyes: blue; teeth: none; clothing: kente; accessories: none; expression: self-sufficient; strength: diligent; weakness: uncritical","7c771f82-a512-403c-91b9-6736318a8796","29e54400914f591c5c65aceda8a7eb00c417a82e03332d202c5eb225aeefd6e6"
"","231","chimamanda-enugu","chimamanda enugu","A young lady born during the war.","Female","hair: brown; eyes: black; teeth: none; clothing: ankara; accessories: none; expression: none; strength: none; weakness: none","eaad5c98-3f85-4480-9c4e-b73340cfba4f","6b8ec7b3b002574aafe01c6d6e328cec173e25fb9e9c8e10962bc6abcafbc39c"
"","232","kente-solape","kente solape","A respectful and diligent princess.","Female","hair: black; eyes: black; teeth: none; clothing: ankara; accessories: none; expression: blanch; strength: bold; weakness: none","613ce65c-4b16-43f8-a0d9-b5ea8c5f2195","989aa92712450be6eed80b66967e3a4e70ee4e3514b1a0a07c89308c1f84832c"
"","233","vamp-karishika","vamp karishika","Queen of the royal Ghana youths","Female","hair: brown; eyes: black; teeth: white; clothing: gele; accessories: none; expression: shocked; strength: tough; weakness: bossy","c4ee8a54-0874-4a7f-8344-dea8ba41f5dc","e83e7251205f674aaf703574e79723a3033fb46f933be49f36a06929f79bc033"
"","234","genz-monique","genz monique","A sassy lady with her own vibe.","Female","hair: pinkish-brown; eyes: black; teeth: none; clothing: ankara; accessories: none; expression: despiteful; strength: none; weakness: none","b5328f13-b918-4e76-8d4c-8b4aec5eb5fe","ea2a3a409e3b23d0867b20177351a0f69bcfda7104f0a1511bc00bdc37122224"
"","235","femi-boltz","femi boltz","A driver hustling his way through life.","Male","hair: black; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: proud; strength: smart; weakness: none","03e8d36d-5bdc-4da4-8f64-c1738eb9d1db","e3984f005bb770e6b89c91d015e0511d04db352f0a09f93cfe0dfea871a03885"
"","236","agba-tech","agba tech","A tech bro that loves to party but has bad communication skill.","Male","hair: black; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: proud; strength: smart; weakness: none","403f28a0-6aa7-4f80-997f-b0982c169baa","18af5e601ed3bab10d0fe4c424625d2eb35a0cb2b0b5e181b911157c9bd86e6f"
"","237","brian-richkid","brian richkid","A trust fund baby that does not know how to manage money.","Male","hair: black; eyes: blue; teeth: none ; clothing: ankara; accessories: none; expression: proud ; strength: smart; weakness: none","9d945d79-dd2d-4755-b9c7-bff837be8557","539875a65083d69ab2b85e3f2875aaa70c1bd5bb98df13617559a654fd10ecb3"
"","238","nandi-zulu","nandi zulu","A fierce African Queen.","Female","hair: pumpkin; eyes: brown; teeth: none; clothing: animal skin; accessories: none; expression: energetic; strength: smart; weakness: none","09702bc0-d10c-48d3-a1e9-2aaa4e9f3f39","bf101de4d86ba4e4e39ede279dcf6e80da295efb878a58424b96b3a1c16a1252"
"","239","ade-demon","ade demon","A Lekki playboy that makes money from crypto.","Male","hair: none; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: proud; strength: smart; weakness: none","0be2d50b-3e57-4e39-a199-b211d2be860c","4284b619306832ed63593185d9549097e560bf172e0725b8b2f4046b46e9d271"
"","240","karim-rapper","karim rapper","A young and proud Lagos rapper.","Male","hair: black; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: proud; strength: smart; weakness: none","169b58f8-b84a-4ab3-a4b6-d1c5b36aa1d3","db32e7b4a6ecf0529610ee08b4178797acc59afe2c96364e2bbeefb93a68dbdf"
"TEAM AXLE","241","bobo-alinco","bobo alinco","Alinco always in the mood for play.","Male","hair: orange; eyes: black; teeth: rabbit front teeth; clothing: white polo and blue pinafore; accessories: none; expression: unamused; strength: good listener; weakness: mostly unserious and plays roughly a lot","17e90692-26ec-4ac5-8613-d87d00278d37","b67ccfc595d9fe4ea5c20247ceda3d4728f60a3b2ffaa87941d8839ef0f65ace"
"","242","chi-lastborn","chi lastborn","Baby of the house; the lastborn of an average Nigerian family.","Female","hair: black; eyes: blue bold eyes; teeth: none; clothing: animal print gown; accessories: none; expression: teary; strength: truthful; weakness: cannot keep a secret","187b9001-81a7-421b-aeea-ba64f930f6c3","282c28ae44faf0709df09e2c005bbe390c11a6a50e8e53509a40ab6d3cdc3a2e"
